ancestor,descend,lineage
EPI_ISL_17487526,EPI_ISL_16616964,DY
EPI_ISL_2405168,EPI_ISL_2405170,Others
EPI_ISL_2405168,EPI_ISL_2405173,Others
EPI_ISL_2405168,EPI_ISL_2405172,Others
EPI_ISL_16616968,EPI_ISL_17487522,DY
EPI_ISL_17489487,EPI_ISL_16610696,BF.7
EPI_ISL_16616906,EPI_ISL_17487728,DY
EPI_ISL_16598688,EPI_ISL_16598709,DY
EPI_ISL_16598688,EPI_ISL_16390373,DY
EPI_ISL_16598710,EPI_ISL_16737070,DY
EPI_ISL_16598710,EPI_ISL_16737073,DY
EPI_ISL_16598710,EPI_ISL_16873108,DY
EPI_ISL_16598710,EPI_ISL_16911555,DY
EPI_ISL_16598710,EPI_ISL_16911557,DY
EPI_ISL_16598710,EPI_ISL_16983419,DY
EPI_ISL_16598710,EPI_ISL_16983415,DY
EPI_ISL_16598710,EPI_ISL_16983417,DY
EPI_ISL_17487528,EPI_ISL_16616962,DY
EPI_ISL_16598606,EPI_ISL_17105587,BA.5
EPI_ISL_16711744,EPI_ISL_16711694,BF.7
EPI_ISL_16711744,EPI_ISL_16711789,BF.7
EPI_ISL_16711744,EPI_ISL_17488121,BF.7
EPI_ISL_16709463,EPI_ISL_16709488,BF.7
EPI_ISL_16709463,EPI_ISL_16709472,BF.7
EPI_ISL_16709463,EPI_ISL_16702205,BF.7
EPI_ISL_16595775,EPI_ISL_16968105,BA.5
EPI_ISL_16138256,EPI_ISL_16138158,Delta
EPI_ISL_16138256,EPI_ISL_16138272,Delta
EPI_ISL_16138256,EPI_ISL_16138247,Delta
EPI_ISL_16138256,EPI_ISL_16138226,Delta
EPI_ISL_16138256,EPI_ISL_16138237,Delta
EPI_ISL_16138256,EPI_ISL_16138206,Delta
EPI_ISL_16138256,EPI_ISL_16138175,Delta
EPI_ISL_16138256,EPI_ISL_16138183,Delta
EPI_ISL_16138256,EPI_ISL_16138159,Delta
EPI_ISL_16138256,EPI_ISL_16138258,Delta
EPI_ISL_16138256,EPI_ISL_16138152,Delta
EPI_ISL_16138256,EPI_ISL_16138260,Delta
EPI_ISL_16138256,EPI_ISL_16138234,Delta
EPI_ISL_16138256,EPI_ISL_16138219,Delta
EPI_ISL_16138256,EPI_ISL_16138179,Delta
EPI_ISL_16138256,EPI_ISL_16138231,Delta
EPI_ISL_16138256,EPI_ISL_16138233,Delta
EPI_ISL_16138256,EPI_ISL_16138254,Delta
EPI_ISL_16138256,EPI_ISL_16138209,Delta
EPI_ISL_16138256,EPI_ISL_16138238,Delta
EPI_ISL_16138256,EPI_ISL_16138156,Delta
EPI_ISL_16138256,EPI_ISL_16138207,Delta
EPI_ISL_16138256,EPI_ISL_16138224,Delta
EPI_ISL_16138256,EPI_ISL_16138235,Delta
EPI_ISL_16138256,EPI_ISL_16138249,Delta
EPI_ISL_16138256,EPI_ISL_16138186,Delta
EPI_ISL_16138256,EPI_ISL_16138162,Delta
EPI_ISL_16138256,EPI_ISL_16138242,Delta
EPI_ISL_16138256,EPI_ISL_16138255,Delta
EPI_ISL_16138256,EPI_ISL_16138257,Delta
EPI_ISL_16138256,EPI_ISL_16138214,Delta
EPI_ISL_16138256,EPI_ISL_16138187,Delta
EPI_ISL_16138256,EPI_ISL_16138193,Delta
EPI_ISL_16138256,EPI_ISL_16138163,Delta
EPI_ISL_16138256,EPI_ISL_16138216,Delta
EPI_ISL_16138256,EPI_ISL_16138239,Delta
EPI_ISL_16138256,EPI_ISL_16138264,Delta
EPI_ISL_16138256,EPI_ISL_16138210,Delta
EPI_ISL_16138256,EPI_ISL_16138230,Delta
EPI_ISL_16138256,EPI_ISL_16138213,Delta
EPI_ISL_16138256,EPI_ISL_16138174,Delta
EPI_ISL_16138256,EPI_ISL_16138236,Delta
EPI_ISL_16138256,EPI_ISL_16138201,Delta
EPI_ISL_16138256,EPI_ISL_16138225,Delta
EPI_ISL_16138256,EPI_ISL_16138244,Delta
EPI_ISL_16138256,EPI_ISL_16138218,Delta
EPI_ISL_16138256,EPI_ISL_16138191,Delta
EPI_ISL_16138256,EPI_ISL_16138200,Delta
EPI_ISL_16138256,EPI_ISL_16138208,Delta
EPI_ISL_16138256,EPI_ISL_16138248,Delta
EPI_ISL_16138256,EPI_ISL_16138251,Delta
EPI_ISL_16138256,EPI_ISL_16138275,Delta
EPI_ISL_16138256,EPI_ISL_16138160,Delta
EPI_ISL_16138256,EPI_ISL_16138229,Delta
EPI_ISL_16138256,EPI_ISL_16138204,Delta
EPI_ISL_16138256,EPI_ISL_16138153,Delta
EPI_ISL_16138256,EPI_ISL_16138269,Delta
EPI_ISL_16138256,EPI_ISL_16138172,Delta
EPI_ISL_16138256,EPI_ISL_16138166,Delta
EPI_ISL_16138256,EPI_ISL_16138259,Delta
EPI_ISL_16138256,EPI_ISL_16138190,Delta
EPI_ISL_16138256,EPI_ISL_16138203,Delta
EPI_ISL_16138256,EPI_ISL_16138196,Delta
EPI_ISL_16138256,EPI_ISL_16138167,Delta
EPI_ISL_16138256,EPI_ISL_16138268,Delta
EPI_ISL_16138256,EPI_ISL_16138222,Delta
EPI_ISL_16138256,EPI_ISL_16138221,Delta
EPI_ISL_16138256,EPI_ISL_16138171,Delta
EPI_ISL_16138256,EPI_ISL_16138220,Delta
EPI_ISL_16138256,EPI_ISL_16138274,Delta
EPI_ISL_16138256,EPI_ISL_16138240,Delta
EPI_ISL_16138256,EPI_ISL_16138263,Delta
EPI_ISL_16138256,EPI_ISL_16138243,Delta
EPI_ISL_16138256,EPI_ISL_16138265,Delta
EPI_ISL_16138256,EPI_ISL_16138217,Delta
EPI_ISL_16138256,EPI_ISL_16138250,Delta
EPI_ISL_16138256,EPI_ISL_16138261,Delta
EPI_ISL_16138256,EPI_ISL_16138212,Delta
EPI_ISL_16138256,EPI_ISL_16138241,Delta
EPI_ISL_16138256,EPI_ISL_16138227,Delta
EPI_ISL_16138256,EPI_ISL_16138155,Delta
EPI_ISL_16138256,EPI_ISL_16138178,Delta
EPI_ISL_16138256,EPI_ISL_16138185,Delta
EPI_ISL_16616838,EPI_ISL_17487806,DY
EPI_ISL_16712083,EPI_ISL_16711893,DY
EPI_ISL_16604619,EPI_ISL_16758055,BF.7
EPI_ISL_16610695,EPI_ISL_17489488,BF.7
EPI_ISL_17492869,EPI_ISL_16283877,BA.5
EPI_ISL_16283873,EPI_ISL_17492873,BA.5
EPI_ISL_17487805,EPI_ISL_16616834,BF.7
EPI_ISL_17487416,EPI_ISL_16617023,DY
EPI_ISL_17309135,EPI_ISL_17489242,BF.7
EPI_ISL_17492853,EPI_ISL_17186570,BF.7
EPI_ISL_17492853,EPI_ISL_17489253,BF.7
EPI_ISL_17492853,EPI_ISL_17309124,BF.7
EPI_ISL_16138246,EPI_ISL_16138197,Delta
EPI_ISL_16138246,EPI_ISL_16138267,Delta
EPI_ISL_16138246,EPI_ISL_16138223,Delta
EPI_ISL_17309130,EPI_ISL_17489247,BF.7
EPI_ISL_17309131,EPI_ISL_17489246,BA.5
EPI_ISL_17487421,EPI_ISL_16617018,DY
EPI_ISL_17309132,EPI_ISL_17489245,DY
EPI_ISL_17309132,EPI_ISL_17104833,DY
EPI_ISL_17309132,EPI_ISL_17104830,DY
EPI_ISL_17309132,EPI_ISL_17492831,DY
EPI_ISL_17309132,EPI_ISL_17492834,DY
EPI_ISL_17309132,EPI_ISL_16698283,DY
EPI_ISL_17309132,EPI_ISL_16598602,DY
EPI_ISL_17309132,EPI_ISL_17493136,DY
EPI_ISL_17309132,EPI_ISL_16636000,DY
EPI_ISL_17309132,EPI_ISL_16646067,DY
EPI_ISL_17309132,EPI_ISL_17088708,DY
EPI_ISL_17309132,EPI_ISL_16737843,DY
EPI_ISL_17309132,EPI_ISL_16723088,DY
EPI_ISL_17309132,EPI_ISL_16854383,DY
EPI_ISL_17309132,EPI_ISL_17493109,DY
EPI_ISL_17309132,EPI_ISL_16899466,DY
EPI_ISL_17309132,EPI_ISL_17494868,DY
EPI_ISL_17309132,EPI_ISL_16970229,DY
EPI_ISL_17309132,EPI_ISL_17062088,DY
EPI_ISL_17309132,EPI_ISL_17261744,DY
EPI_ISL_17309132,EPI_ISL_17584493,DY
EPI_ISL_17309132,EPI_ISL_17489232,DY
EPI_ISL_17309132,EPI_ISL_17309095,DY
EPI_ISL_17309132,EPI_ISL_17489233,DY
EPI_ISL_17309132,EPI_ISL_17309094,DY
EPI_ISL_17309133,EPI_ISL_17489244,BF.7
EPI_ISL_17487422,EPI_ISL_16617017,DY
EPI_ISL_17487419,EPI_ISL_16617020,DY
EPI_ISL_17309134,EPI_ISL_17489243,BF.7
EPI_ISL_17487804,EPI_ISL_16616835,DY
EPI_ISL_17492865,EPI_ISL_16283882,BF.7
EPI_ISL_16138253,EPI_ISL_16138192,Delta
EPI_ISL_17492864,EPI_ISL_16283883,BF.7
EPI_ISL_16616873,EPI_ISL_17487801,BF.7
EPI_ISL_17492866,EPI_ISL_16283881,BF.7
EPI_ISL_17186574,EPI_ISL_17492842,BF.7
EPI_ISL_17186572,EPI_ISL_17492844,BF.7
EPI_ISL_17186565,EPI_ISL_17492856,BA.5
EPI_ISL_17186569,EPI_ISL_17492854,DY
EPI_ISL_17186566,EPI_ISL_17492851,BF.7
EPI_ISL_17186571,EPI_ISL_17492846,DY
EPI_ISL_17186573,EPI_ISL_17492843,BF.7
EPI_ISL_16138245,EPI_ISL_16138176,Delta
EPI_ISL_17487420,EPI_ISL_16617019,BA.5
EPI_ISL_17489251,EPI_ISL_17309126,BF.7
EPI_ISL_16636063,EPI_ISL_16636164,DY
EPI_ISL_16636063,EPI_ISL_16458307,DY
EPI_ISL_16636063,EPI_ISL_16635891,DY
EPI_ISL_16636063,EPI_ISL_17501662,DY
EPI_ISL_16636063,EPI_ISL_17501659,DY
EPI_ISL_16636063,EPI_ISL_17501654,DY
EPI_ISL_16617257,EPI_ISL_17487319,DY
EPI_ISL_16617264,EPI_ISL_17487318,DY
EPI_ISL_16617265,EPI_ISL_17487317,DY
EPI_ISL_16617254,EPI_ISL_17487322,DY
EPI_ISL_16641662,EPI_ISL_16635284,DY
EPI_ISL_16617255,EPI_ISL_17487321,DY
EPI_ISL_16617267,EPI_ISL_17487315,DY
EPI_ISL_16138205,EPI_ISL_16138189,Delta
EPI_ISL_16617272,EPI_ISL_17487310,DY
EPI_ISL_16616830,EPI_ISL_17487790,DY
EPI_ISL_16616831,EPI_ISL_17487789,BF.7
EPI_ISL_16617266,EPI_ISL_17487316,DY
EPI_ISL_16616827,EPI_ISL_17487793,DY
EPI_ISL_16636116,EPI_ISL_16636117,BA.5
EPI_ISL_16616826,EPI_ISL_17487794,BF.7
EPI_ISL_16641655,EPI_ISL_16641654,BA.5
EPI_ISL_16641655,EPI_ISL_16641657,BA.5
EPI_ISL_16641655,EPI_ISL_16641659,BA.5
EPI_ISL_16641655,EPI_ISL_16641650,BA.5
EPI_ISL_16641655,EPI_ISL_16641653,BA.5
EPI_ISL_16641655,EPI_ISL_16641671,BA.5
EPI_ISL_16641655,EPI_ISL_16921880,BA.5
EPI_ISL_16641655,EPI_ISL_16610902,BA.5
EPI_ISL_17493044,EPI_ISL_17062103,BF.7
EPI_ISL_16617256,EPI_ISL_17487320,DY
EPI_ISL_455684,EPI_ISL_15571494,Others
EPI_ISL_16138199,EPI_ISL_16138154,Delta
EPI_ISL_16138199,EPI_ISL_16138198,Delta
EPI_ISL_16138199,EPI_ISL_16138157,Delta
EPI_ISL_16138199,EPI_ISL_16138252,Delta
EPI_ISL_16138199,EPI_ISL_16138188,Delta
EPI_ISL_17493042,EPI_ISL_17062105,BF.7
EPI_ISL_16616820,EPI_ISL_17487798,DY
EPI_ISL_16616820,EPI_ISL_16636193,DY
EPI_ISL_16616820,EPI_ISL_16634906,DY
EPI_ISL_16616821,EPI_ISL_17487797,BF.7
EPI_ISL_16616855,EPI_ISL_16616854,DY
EPI_ISL_16616855,EPI_ISL_17487786,DY
EPI_ISL_16616855,EPI_ISL_16616898,DY
EPI_ISL_16616855,EPI_ISL_17487741,DY
EPI_ISL_16616822,EPI_ISL_17487796,DY
EPI_ISL_16616822,EPI_ISL_16757756,DY
EPI_ISL_16616822,EPI_ISL_17487060,DY
EPI_ISL_16616822,EPI_ISL_17488944,DY
EPI_ISL_16616822,EPI_ISL_16977189,DY
EPI_ISL_16616823,EPI_ISL_17487795,DY
EPI_ISL_16604745,EPI_ISL_16604752,BF.7
EPI_ISL_16616833,EPI_ISL_17487787,BF.7
EPI_ISL_16604736,EPI_ISL_16758190,BA.5
EPI_ISL_17492838,EPI_ISL_17104826,BF.7
EPI_ISL_16138202,EPI_ISL_16138215,Delta
EPI_ISL_16138202,EPI_ISL_16138177,Delta
EPI_ISL_17492829,EPI_ISL_17186575,BF.7
EPI_ISL_16636033,EPI_ISL_16636165,BA.5
EPI_ISL_16617270,EPI_ISL_17487312,DY
EPI_ISL_17492830,EPI_ISL_17104834,BF.7
EPI_ISL_17492833,EPI_ISL_17104831,BF.7
EPI_ISL_16636035,EPI_ISL_16635852,BA.5
EPI_ISL_16636035,EPI_ISL_16635932,BA.5
EPI_ISL_16636035,EPI_ISL_16698029,BA.5
EPI_ISL_16636035,EPI_ISL_16698033,BA.5
EPI_ISL_16636035,EPI_ISL_17501693,BA.5
EPI_ISL_16636035,EPI_ISL_17495542,BA.5
EPI_ISL_16636035,EPI_ISL_17501731,BA.5
EPI_ISL_17492835,EPI_ISL_17104829,BA.5
EPI_ISL_17492836,EPI_ISL_17104828,BF.7
EPI_ISL_17492832,EPI_ISL_17104832,DY
EPI_ISL_16616876,EPI_ISL_17487785,DY
EPI_ISL_16138165,EPI_ISL_16138161,Delta
EPI_ISL_17487788,EPI_ISL_16616832,DY
EPI_ISL_17493043,EPI_ISL_17062104,BF.7
EPI_ISL_16635135,EPI_ISL_16635140,BA.5
EPI_ISL_16635135,EPI_ISL_16598362,BA.5
EPI_ISL_16635135,EPI_ISL_16635191,BA.5
EPI_ISL_16712166,EPI_ISL_16711687,BA.5
EPI_ISL_16641644,EPI_ISL_16635017,BA.5
EPI_ISL_16641644,EPI_ISL_16646086,BA.5
EPI_ISL_16636031,EPI_ISL_16709099,BA.5
EPI_ISL_17489486,EPI_ISL_16610697,BF.7
EPI_ISL_16635696,EPI_ISL_16635697,BF.7
EPI_ISL_16698296,EPI_ISL_16698300,BA.5
EPI_ISL_17493077,EPI_ISL_17253389,BF.7
EPI_ISL_16138180,EPI_ISL_16138164,Delta
EPI_ISL_16138180,EPI_ISL_16138150,Delta
EPI_ISL_16138180,EPI_ISL_16138270,Delta
EPI_ISL_17493083,EPI_ISL_17253387,BA.5
EPI_ISL_17493085,EPI_ISL_17253385,BF.7
EPI_ISL_17488655,EPI_ISL_16561147,DY
EPI_ISL_16436278,EPI_ISL_17493143,DY
EPI_ISL_16436278,EPI_ISL_16737901,DY
EPI_ISL_17487620,EPI_ISL_16823525,DY
EPI_ISL_16436279,EPI_ISL_17493142,BA.5
EPI_ISL_16436279,EPI_ISL_16598598,BA.5
EPI_ISL_16436279,EPI_ISL_17493140,BA.5
EPI_ISL_16604524,EPI_ISL_16635209,BA.5
EPI_ISL_16604524,EPI_ISL_16635751,BA.5
EPI_ISL_17487623,EPI_ISL_16823522,DY
EPI_ISL_17487645,EPI_ISL_16616939,DY
EPI_ISL_17487626,EPI_ISL_16823519,DY
EPI_ISL_17487626,EPI_ISL_17487644,DY
EPI_ISL_17487626,EPI_ISL_16616929,DY
EPI_ISL_16138173,EPI_ISL_16138266,Delta
EPI_ISL_17487646,EPI_ISL_16616928,DY
EPI_ISL_17487646,EPI_ISL_17487628,DY
EPI_ISL_17487646,EPI_ISL_16823517,DY
EPI_ISL_16617112,EPI_ISL_17487150,DY
EPI_ISL_17487624,EPI_ISL_16823521,DY
EPI_ISL_16617108,EPI_ISL_17487154,DY
EPI_ISL_16617110,EPI_ISL_17487152,DY
EPI_ISL_16604521,EPI_ISL_16758200,DY
EPI_ISL_17487619,EPI_ISL_16823526,DY
EPI_ISL_16702134,EPI_ISL_16702137,DY
EPI_ISL_16702134,EPI_ISL_17495204,DY
EPI_ISL_16702134,EPI_ISL_17495201,DY
EPI_ISL_16635701,EPI_ISL_16635703,DY
EPI_ISL_16635699,EPI_ISL_16635195,DY
EPI_ISL_16635699,EPI_ISL_16635192,DY
EPI_ISL_16635699,EPI_ISL_16713278,DY
EPI_ISL_16635699,EPI_ISL_16604583,DY
EPI_ISL_16635699,EPI_ISL_18070669,DY
EPI_ISL_16635699,EPI_ISL_17490656,DY
EPI_ISL_16635699,EPI_ISL_17493411,DY
EPI_ISL_16635699,EPI_ISL_17185751,DY
EPI_ISL_16635699,EPI_ISL_17228011,DY
EPI_ISL_16635699,EPI_ISL_17228012,DY
EPI_ISL_16635699,EPI_ISL_17493385,DY
EPI_ISL_16635699,EPI_ISL_17785590,DY
EPI_ISL_2931277,EPI_ISL_2931272,Delta
EPI_ISL_2931277,EPI_ISL_2931283,Delta
EPI_ISL_17487725,EPI_ISL_16616909,DY
EPI_ISL_17487726,EPI_ISL_16616908,DY
EPI_ISL_16636162,EPI_ISL_16635883,DY
EPI_ISL_17487780,EPI_ISL_16616856,BA.5
EPI_ISL_17487782,EPI_ISL_16616839,DY
EPI_ISL_16635153,EPI_ISL_16635154,DY
EPI_ISL_17086581,EPI_ISL_17086580,BF.7
EPI_ISL_16604448,EPI_ISL_18070650,DY
EPI_ISL_16604447,EPI_ISL_18070649,BF.7
EPI_ISL_16604446,EPI_ISL_18070648,DY
EPI_ISL_2723562,EPI_ISL_13008838,Delta
EPI_ISL_16604444,EPI_ISL_18070646,BF.7
EPI_ISL_16636137,EPI_ISL_16698047,BA.5
EPI_ISL_16636137,EPI_ISL_16698007,BA.5
EPI_ISL_16604443,EPI_ISL_18070645,DY
EPI_ISL_16604451,EPI_ISL_18070653,BF.7
EPI_ISL_16604450,EPI_ISL_18070652,BF.7
EPI_ISL_16757969,EPI_ISL_16849141,DY
EPI_ISL_16604455,EPI_ISL_18070657,BF.7
EPI_ISL_17088823,EPI_ISL_17088817,DY
EPI_ISL_17088823,EPI_ISL_17088818,DY
EPI_ISL_17088823,EPI_ISL_17088810,DY
EPI_ISL_17088823,EPI_ISL_17088811,DY
EPI_ISL_16635045,EPI_ISL_16635044,DY
EPI_ISL_16610920,EPI_ISL_16610914,DY
EPI_ISL_16610920,EPI_ISL_16758272,DY
EPI_ISL_16610920,EPI_ISL_16611248,DY
EPI_ISL_2723563,EPI_ISL_13008835,Delta
EPI_ISL_2723563,EPI_ISL_2863934,Delta
EPI_ISL_2723563,EPI_ISL_2896214,Delta
EPI_ISL_2723563,EPI_ISL_2896231,Delta
EPI_ISL_2723563,EPI_ISL_2896229,Delta
EPI_ISL_2723563,EPI_ISL_2896222,Delta
EPI_ISL_2723563,EPI_ISL_13008864,Delta
EPI_ISL_16617082,EPI_ISL_17487247,DY
EPI_ISL_16617081,EPI_ISL_17487248,BA.5
EPI_ISL_16823529,EPI_ISL_17487616,DY
EPI_ISL_16617080,EPI_ISL_17487249,BF.7
EPI_ISL_17487187,EPI_ISL_16617328,DY
EPI_ISL_17487188,EPI_ISL_16617327,DY
EPI_ISL_16617078,EPI_ISL_17487251,DY
EPI_ISL_16984870,EPI_ISL_17736110,BF.7
EPI_ISL_17487189,EPI_ISL_16617326,DY
EPI_ISL_16617075,EPI_ISL_17487254,DY
EPI_ISL_15756088,EPI_ISL_15756089,Delta
EPI_ISL_16617076,EPI_ISL_17487253,DY
EPI_ISL_16617077,EPI_ISL_17487252,DY
EPI_ISL_16758084,EPI_ISL_16598345,BF.7
EPI_ISL_16758084,EPI_ISL_18070682,BF.7
EPI_ISL_16758084,EPI_ISL_16604593,BF.7
EPI_ISL_16617074,EPI_ISL_17487255,DY
EPI_ISL_17487241,EPI_ISL_16617088,DY
EPI_ISL_17487241,EPI_ISL_17487242,DY
EPI_ISL_17487241,EPI_ISL_16617087,DY
EPI_ISL_16719098,EPI_ISL_16611211,DY
EPI_ISL_16719098,EPI_ISL_16910722,DY
EPI_ISL_17489303,EPI_ISL_17489304,BF.7
EPI_ISL_17489303,EPI_ISL_17493047,BF.7
EPI_ISL_17489303,EPI_ISL_17062100,BF.7
EPI_ISL_16636125,EPI_ISL_16635936,BA.5
EPI_ISL_16636125,EPI_ISL_16635919,BA.5
EPI_ISL_16617089,EPI_ISL_17487240,DY
EPI_ISL_16617090,EPI_ISL_17487239,DY
EPI_ISL_2840854,EPI_ISL_2840857,Delta
EPI_ISL_16711839,EPI_ISL_16711961,DY
EPI_ISL_16617086,EPI_ISL_17487243,DY
EPI_ISL_16711835,EPI_ISL_16854347,DY
EPI_ISL_16711848,EPI_ISL_16641669,DY
EPI_ISL_16711848,EPI_ISL_16636228,DY
EPI_ISL_16616911,EPI_ISL_17487723,DY
EPI_ISL_16616912,EPI_ISL_17487722,DY
EPI_ISL_16616913,EPI_ISL_17487721,DY
EPI_ISL_16616914,EPI_ISL_17487720,DY
EPI_ISL_16604800,EPI_ISL_16604819,BF.7
EPI_ISL_17062099,EPI_ISL_17493048,BF.7
EPI_ISL_406533,EPI_ISL_464097,Others
EPI_ISL_406533,EPI_ISL_463897,Others
EPI_ISL_406533,EPI_ISL_412966,Others
EPI_ISL_406533,EPI_ISL_416363,Others
EPI_ISL_406533,EPI_ISL_413864,Others
EPI_ISL_406533,EPI_ISL_1040038,Others
EPI_ISL_13008836,EPI_ISL_13008837,Delta
EPI_ISL_13008836,EPI_ISL_2834003,Delta
EPI_ISL_13008836,EPI_ISL_2834002,Delta
EPI_ISL_13008836,EPI_ISL_2863935,Delta
EPI_ISL_13008836,EPI_ISL_2863933,Delta
EPI_ISL_13008836,EPI_ISL_2893776,Delta
EPI_ISL_13008836,EPI_ISL_2893774,Delta
EPI_ISL_13008836,EPI_ISL_2893772,Delta
EPI_ISL_13008836,EPI_ISL_2863931,Delta
EPI_ISL_13008836,EPI_ISL_2863930,Delta
EPI_ISL_13008836,EPI_ISL_2896215,Delta
EPI_ISL_13008836,EPI_ISL_2896230,Delta
EPI_ISL_13008836,EPI_ISL_2896221,Delta
EPI_ISL_13008836,EPI_ISL_2896217,Delta
EPI_ISL_13008836,EPI_ISL_2896226,Delta
EPI_ISL_13008836,EPI_ISL_2896216,Delta
EPI_ISL_13008836,EPI_ISL_2896220,Delta
EPI_ISL_13008836,EPI_ISL_13008841,Delta
EPI_ISL_13008836,EPI_ISL_13008842,Delta
EPI_ISL_13008836,EPI_ISL_13008845,Delta
EPI_ISL_13008836,EPI_ISL_13008840,Delta
EPI_ISL_13008836,EPI_ISL_13008843,Delta
EPI_ISL_13008836,EPI_ISL_13008844,Delta
EPI_ISL_13008836,EPI_ISL_13008846,Delta
EPI_ISL_13008836,EPI_ISL_3305845,Delta
EPI_ISL_13008836,EPI_ISL_13008848,Delta
EPI_ISL_13008836,EPI_ISL_13008850,Delta
EPI_ISL_13008836,EPI_ISL_13008852,Delta
EPI_ISL_17062098,EPI_ISL_17493049,BA.5
EPI_ISL_16758056,EPI_ISL_16758057,BF.7
EPI_ISL_17805443,EPI_ISL_17805445,BF.7
EPI_ISL_17805444,EPI_ISL_16670964,BF.7
EPI_ISL_16616849,EPI_ISL_17487777,BF.7
EPI_ISL_17062102,EPI_ISL_17493045,BF.7
EPI_ISL_16712132,EPI_ISL_16711854,DY
EPI_ISL_16712132,EPI_ISL_16711926,DY
EPI_ISL_17104825,EPI_ISL_17492839,BF.7
EPI_ISL_16823527,EPI_ISL_17487618,DY
EPI_ISL_16604749,EPI_ISL_16604740,DY
EPI_ISL_3305842,EPI_ISL_2896219,Delta
EPI_ISL_3305842,EPI_ISL_2896218,Delta
EPI_ISL_17104824,EPI_ISL_17492840,DY
EPI_ISL_16616941,EPI_ISL_17487642,DY
EPI_ISL_16616943,EPI_ISL_17487632,DY
EPI_ISL_16616943,EPI_ISL_16899528,DY
EPI_ISL_16604546,EPI_ISL_16636144,BF.7
EPI_ISL_16617137,EPI_ISL_17487122,DY
EPI_ISL_16853803,EPI_ISL_16853822,DY
EPI_ISL_16709072,EPI_ISL_16709070,DY
EPI_ISL_16709072,EPI_ISL_16709076,DY
EPI_ISL_16709072,EPI_ISL_17016203,DY
EPI_ISL_16709077,EPI_ISL_16709074,DY
EPI_ISL_16604460,EPI_ISL_18070662,BF.7
EPI_ISL_16604461,EPI_ISL_18070663,DY
EPI_ISL_2896228,EPI_ISL_13008851,Delta
EPI_ISL_16604459,EPI_ISL_18070661,BA.5
EPI_ISL_16604472,EPI_ISL_16604602,BF.7
EPI_ISL_16604472,EPI_ISL_16758065,BF.7
EPI_ISL_16604458,EPI_ISL_18070660,DY
EPI_ISL_16604457,EPI_ISL_18070659,DY
EPI_ISL_16604442,EPI_ISL_18070644,DY
EPI_ISL_16604456,EPI_ISL_18070658,BF.7
EPI_ISL_16604456,EPI_ISL_16757952,BF.7
EPI_ISL_16595782,EPI_ISL_16968102,BF.7
EPI_ISL_16709078,EPI_ISL_17197941,BA.5
EPI_ISL_16711684,EPI_ISL_16711759,DY
EPI_ISL_17736140,EPI_ISL_16984277,DY
EPI_ISL_5903004,EPI_ISL_7876604,Delta
EPI_ISL_5903004,EPI_ISL_4515902,Delta
EPI_ISL_5903004,EPI_ISL_9301322,Delta
EPI_ISL_5903004,EPI_ISL_9301323,Delta
EPI_ISL_5903004,EPI_ISL_12901913,Delta
EPI_ISL_5903004,EPI_ISL_9301324,Delta
EPI_ISL_5903004,EPI_ISL_8582072,Delta
EPI_ISL_5903004,EPI_ISL_8525420,Delta
EPI_ISL_5903004,EPI_ISL_8582063,Delta
EPI_ISL_5903004,EPI_ISL_8525423,Delta
EPI_ISL_5903004,EPI_ISL_8525422,Delta
EPI_ISL_5903004,EPI_ISL_8525421,Delta
EPI_ISL_5903004,EPI_ISL_8582066,Delta
EPI_ISL_5903004,EPI_ISL_8525426,Delta
EPI_ISL_5903004,EPI_ISL_8525428,Delta
EPI_ISL_5903004,EPI_ISL_8525429,Delta
EPI_ISL_5903004,EPI_ISL_8525427,Delta
EPI_ISL_16635175,EPI_ISL_16635183,DY
EPI_ISL_16635175,EPI_ISL_16635214,DY
EPI_ISL_16635175,EPI_ISL_16635224,DY
EPI_ISL_16635175,EPI_ISL_16635246,DY
EPI_ISL_16610708,EPI_ISL_17489474,DY
EPI_ISL_16481446,EPI_ISL_17736112,DY
EPI_ISL_16610710,EPI_ISL_17489472,DY
EPI_ISL_17487183,EPI_ISL_16617331,DY
EPI_ISL_16610711,EPI_ISL_17489471,DY
EPI_ISL_16610712,EPI_ISL_17489470,DY
EPI_ISL_16610713,EPI_ISL_17489469,DY
EPI_ISL_16610714,EPI_ISL_17489468,BF.7
EPI_ISL_16610716,EPI_ISL_17489466,BF.7
EPI_ISL_13008853,EPI_ISL_13008847,Delta
EPI_ISL_17736161,EPI_ISL_16984862,BF.7
EPI_ISL_16711728,EPI_ISL_16712034,DY
EPI_ISL_16597061,EPI_ISL_17199786,DY
EPI_ISL_17489462,EPI_ISL_16610720,DY
EPI_ISL_16713430,EPI_ISL_16713424,BA.5
EPI_ISL_16636112,EPI_ISL_16636146,BA.5
EPI_ISL_16636112,EPI_ISL_16636148,BA.5
EPI_ISL_16610717,EPI_ISL_17489465,BF.7
EPI_ISL_16610718,EPI_ISL_17489464,BA.5
EPI_ISL_16610719,EPI_ISL_17489463,DY
EPI_ISL_16481449,EPI_ISL_17736121,DY
EPI_ISL_13008855,EPI_ISL_13008857,Delta
EPI_ISL_13008855,EPI_ISL_13008856,Delta
EPI_ISL_13008855,EPI_ISL_3305849,Delta
EPI_ISL_13008855,EPI_ISL_13008858,Delta
EPI_ISL_17487116,EPI_ISL_16617143,DY
